ID,SHAPE_TYPE
15228,blank
15229,square
15230,star
15231,blank
15232,blank
15233,square
15234,blank
15235,circle
15236,square
15237,circle
15238,circle
15239,star
15240,blank
15241,blank
15242,square
15243,square
15244,blank
15245,blank
15246,blank
15247,blank
15248,star
15249,blank
15250,circle
15251,square
15252,blank
15253,blank
15254,blank
15255,square
15256,blank
15257,blank
15258,blank
15259,circle
15260,circle
15261,blank
15262,circle
15263,blank
15264,blank
15265,blank
15266,blank
15267,blank
15268,blank
15269,circle
15270,square
15271,star
15272,square
15273,square
15274,square
15275,blank
15276,blank
15277,blank
15278,star
15279,blank
15280,circle
15281,blank
15282,blank
15283,blank
15284,blank
15285,circle
15286,star
15287,blank
15288,blank
15289,square
15290,circle
15291,blank
15292,square
15293,blank
15294,blank
15295,star
15296,blank
15297,square
15298,circle
15299,star
15300,star
15301,blank
15302,star
15303,blank
15304,star
15305,blank
15306,star
15307,blank
15308,circle
15309,blank
15310,circle
15311,blank
15312,square
15313,blank
15314,blank
15315,blank
15316,circle
15317,star
15318,blank
15319,circle
15320,star
15321,circle
15322,blank
15323,blank
15324,blank
15325,circle
15326,circle
15327,blank
15328,blank
15329,star
15330,blank
15331,circle
15332,circle
15333,blank
15334,blank
15335,square
15336,blank
15337,blank
15338,circle
15339,circle
15340,square
15341,blank
15342,star
15343,circle
15344,circle
15345,blank
15346,star
15347,blank
15348,circle
15349,circle
15350,blank
15351,blank
15352,blank
15353,circle
15354,blank
15355,blank
15356,blank
15357,star
15358,star
15359,square
15360,square
15361,square
15362,blank
15363,blank
15364,circle
15365,blank
15366,circle
15367,blank
15368,blank
15369,blank
15370,circle
15371,blank
15372,star
15373,square
15374,blank
15375,square
15376,star
15377,circle
15378,star
15379,blank
15380,blank
15381,blank
15382,star
15383,square
15384,star
15385,blank
15386,square
15387,square
15388,square
15389,blank
15390,circle
15391,circle
15392,blank
15393,circle
15394,blank
15395,star
15396,blank
15397,blank
15398,blank
15399,blank
15400,blank
15401,blank
15402,circle
15403,square
15404,circle
15405,square
15406,square
15407,blank
15408,circle
15409,square
15410,blank
15411,blank
15412,blank
15413,square
15414,square
15415,circle
15416,square
15417,square
15418,star
15419,circle
15420,blank
15421,blank
15422,blank
15423,blank
15424,blank
15425,blank
15426,square
15427,circle
15428,blank
15429,blank
15430,star
15431,square
15432,circle
15433,star
15434,blank
15435,square
15436,star
15437,square
15438,circle
15439,blank
15440,star
15441,blank
15442,blank
15443,star
15444,blank
15445,circle
15446,square
15447,star
15448,circle
15449,blank
15450,blank
15451,star
15452,circle
15453,square
15454,blank
15455,blank
15456,square
15457,blank
15458,star
15459,blank
15460,blank
15461,square
15462,circle
15463,star
15464,circle
15465,square
15466,blank
15467,circle
15468,blank
15469,square
15470,square
15471,blank
15472,circle
15473,square
15474,blank
15475,star
15476,blank
15477,square
15478,blank
15479,blank
15480,blank
15481,circle
15482,star
15483,blank
15484,blank
15485,circle
15486,blank
15487,square
15488,star
15489,star
15490,star
15491,square
15492,blank
15493,blank
15494,circle
15495,blank
15496,square
15497,square
15498,circle
15499,blank
15500,star
15501,square
15502,blank
15503,star
15504,blank
15505,blank
15506,circle
15507,circle
15508,circle
15509,square
15510,circle
15511,star
15512,circle
15513,circle
15514,square
15515,circle
15516,blank
15517,blank
15518,circle
15519,square
15520,circle
15521,circle
15522,blank
15523,circle
15524,circle
15525,star
15526,circle
15527,blank
15528,blank
15529,blank
15530,blank
15531,star
15532,star
15533,blank
15534,blank
15535,star
15536,square
15537,blank
15538,circle
15539,square
15540,star
15541,square
15542,blank
15543,star
15544,circle
15545,blank
15546,blank
15547,blank
15548,blank
15549,blank
15550,square
15551,blank
15552,blank
15553,star
15554,circle
15555,circle
15556,blank
15557,blank
15558,circle
15559,blank
15560,square
15561,blank
15562,square
15563,square
15564,blank
15565,circle
15566,blank
15567,circle
15568,blank
15569,star
15570,star
15571,star
15572,blank
15573,star
15574,square
15575,blank
15576,blank
15577,circle
15578,blank
15579,blank
15580,blank
15581,square
15582,blank
15583,square
15584,star
15585,star
15586,blank
15587,star
15588,blank
15589,circle
15590,star
15591,blank
15592,blank
15593,star
15594,star
15595,square
15596,circle
15597,blank
15598,square
15599,blank
15600,blank
15601,square
15602,blank
15603,blank
15604,square
15605,blank
15606,blank
15607,square
15608,blank
15609,blank
15610,blank
15611,star
15612,blank
15613,square
15614,star
15615,blank
15616,star
15617,square
15618,circle
15619,blank
15620,square
15621,blank
15622,blank
15623,star
15624,blank
15625,square
15626,blank
15627,blank
15628,circle
15629,blank
15630,star
15631,blank
15632,blank
15633,blank
15634,star
15635,blank
15636,blank
15637,circle
15638,blank
15639,circle
15640,square
15641,blank
15642,blank
15643,star
15644,blank
15645,square
15646,square
15647,blank
15648,square
15649,blank
15650,blank
15651,star
15652,blank
15653,circle
15654,star
15655,blank
15656,circle
15657,square
15658,circle
15659,square
15660,blank
15661,square
15662,circle
15663,blank
15664,square
15665,star
15666,star
15667,blank
15668,circle
15669,blank
15670,circle
15671,square
15672,star
15673,blank
15674,star
15675,star
15676,blank
15677,circle
15678,circle
15679,blank
15680,circle
15681,blank
15682,square
15683,circle
15684,star
15685,square
15686,blank
15687,circle
15688,square
15689,square
15690,square
15691,blank
15692,circle
15693,square
15694,blank
15695,star
15696,star
15697,star
15698,star
15699,blank
15700,star
15701,circle
15702,circle
15703,square
15704,blank
15705,blank
15706,blank
15707,blank
15708,blank
15709,star
15710,blank
15711,blank
15712,circle
15713,blank
15714,blank
15715,square
15716,star
15717,square
15718,star
15719,star
15720,square
15721,blank
15722,star
15723,blank
15724,square
15725,circle
15726,circle
15727,blank
15728,circle
15729,star
15730,blank
15731,circle
15732,circle
15733,blank
15734,square
15735,star
15736,square
15737,blank
15738,blank
15739,circle
15740,blank
15741,blank
15742,star
15743,circle
15744,square
15745,circle
15746,blank
15747,circle
15748,circle
15749,square
15750,blank
15751,blank
15752,blank
15753,star
15754,square
15755,circle
15756,blank
15757,blank
15758,blank
15759,circle
15760,square
15761,star
15762,square
15763,blank
15764,blank
15765,star
15766,blank
15767,star
15768,blank
15769,square
15770,blank
15771,star
15772,circle
15773,star
15774,star
15775,blank
15776,blank
15777,square
15778,square
15779,circle
15780,circle
15781,circle
15782,circle
15783,blank
15784,square
15785,star
15786,circle
15787,star
15788,star
15789,blank
15790,square
15791,blank
15792,blank
15793,circle
15794,star
15795,square
15796,circle
15797,blank
15798,star
15799,blank
15800,square
15801,star
15802,blank
15803,blank
15804,blank
15805,circle
15806,blank
15807,square
15808,blank
15809,circle
15810,star
15811,blank
15812,circle
15813,blank
15814,blank
15815,circle
15816,blank
15817,blank
15818,star
15819,star
15820,star
15821,square
15822,blank
15823,square
15824,square
15825,star
15826,blank
15827,square
15828,square
15829,blank
15830,star
15831,blank
15832,circle
15833,blank
15834,star
15835,star
15836,circle
15837,blank
15838,square
15839,star
15840,blank
15841,circle
15842,circle
15843,star
15844,star
15845,blank
15846,blank
15847,blank
15848,square
15849,blank
15850,blank
15851,square
15852,star
15853,star
15854,star
15855,square
15856,blank
15857,circle
15858,circle
15859,blank
15860,blank
15861,star
15862,blank
15863,circle
15864,star
15865,square
15866,star
15867,blank
15868,blank
15869,star
15870,square
15871,star
15872,star
15873,blank
15874,blank
15875,circle
15876,blank
15877,blank
15878,circle
15879,circle
15880,blank
15881,blank
15882,star
15883,square
15884,circle
15885,square
15886,star
15887,blank
15888,star
15889,blank
15890,circle
15891,blank
15892,square
15893,blank
15894,star
15895,blank
15896,square
15897,circle
15898,blank
15899,blank
15900,star
15901,blank
15902,blank
15903,square
15904,square
15905,star
15906,blank
15907,blank
15908,star
15909,blank
15910,blank
15911,square
15912,blank
15913,blank
15914,blank
15915,blank
15916,blank
15917,square
15918,square
15919,blank
15920,blank
15921,blank
15922,circle
15923,star
15924,blank
15925,circle
15926,square
15927,square
15928,star
15929,star
15930,circle
15931,star
15932,square
15933,star
15934,square
15935,star
15936,circle
15937,square
15938,blank
15939,square
15940,blank
15941,blank
15942,square
15943,blank
15944,circle
15945,blank
15946,blank
15947,blank
15948,circle
15949,blank
15950,blank
15951,square
15952,blank
15953,square
15954,circle
15955,star
15956,blank
15957,blank
15958,square
15959,blank
15960,blank
15961,circle
15962,star
15963,blank
15964,star
15965,square
15966,blank
15967,star
15968,square
15969,star
15970,square
15971,circle
15972,circle
15973,blank
15974,blank
15975,square
15976,square
15977,star
15978,blank
15979,circle
15980,square
15981,square
15982,square
15983,circle
15984,square
15985,circle
15986,blank
15987,circle
15988,blank
15989,blank
15990,circle
15991,star
15992,star
15993,circle
15994,blank
15995,circle
15996,star
15997,square
15998,square
15999,blank
16000,square
16001,blank
16002,star
16003,square
16004,square
16005,circle
16006,blank
16007,circle
16008,circle
16009,square
16010,blank
16011,square
16012,blank
16013,star
16014,blank
16015,star
16016,blank
16017,blank
16018,circle
16019,circle
16020,blank
16021,blank
16022,star
16023,blank
16024,star
16025,circle
16026,star
16027,blank
16028,circle
16029,square
16030,blank
16031,blank
16032,square
16033,star
16034,blank
16035,blank
16036,square
16037,circle
16038,blank
16039,circle
16040,blank
16041,circle
16042,star
16043,blank
16044,square
16045,star
16046,square
16047,star
16048,star
16049,circle
16050,star
16051,blank
16052,blank
16053,star
16054,star
16055,circle
16056,blank
16057,square
16058,circle
16059,blank
16060,blank
16061,circle
16062,square
16063,blank
16064,blank
16065,circle
16066,blank
16067,circle
16068,blank
16069,blank
16070,blank
16071,blank
16072,circle
16073,square
16074,blank
16075,blank
16076,blank
16077,circle
16078,square
16079,circle
16080,blank
16081,blank
16082,blank
16083,star
16084,star
16085,star
16086,circle
16087,square
16088,blank
16089,circle
16090,square
16091,blank
16092,star
16093,circle
16094,blank
16095,blank
16096,blank
16097,circle
16098,square
16099,blank
16100,circle
16101,square
16102,blank
16103,square
16104,star
16105,blank
16106,star
16107,blank
16108,star
16109,blank
16110,square
16111,blank
16112,square
16113,blank
16114,blank
16115,blank
16116,star
16117,circle
16118,blank
16119,blank
16120,blank
16121,square
16122,blank
16123,square
16124,circle
16125,square
16126,blank
16127,blank
16128,square
16129,circle
16130,circle
16131,square
16132,circle
16133,blank
16134,blank
16135,circle
16136,square
16137,square
16138,square
16139,star
16140,blank
16141,square
16142,circle
16143,blank
16144,blank
16145,blank
16146,blank
16147,blank
16148,square
16149,blank
16150,blank
16151,blank
16152,star
16153,blank
16154,square
16155,blank
16156,square
16157,square
16158,blank
16159,blank
16160,star
16161,square
16162,blank
16163,circle
16164,blank
16165,blank
16166,circle
16167,blank
16168,circle
16169,blank
16170,blank
16171,circle
16172,square
16173,square
16174,square
16175,blank
16176,star
16177,star
16178,blank
16179,star
16180,blank
16181,star
16182,circle
16183,blank
16184,circle
16185,circle
16186,blank
16187,circle
16188,blank
16189,square
16190,blank
16191,star
16192,blank
16193,blank
16194,star
16195,blank
16196,square
16197,blank
16198,blank
16199,blank
16200,blank
16201,blank
16202,circle
16203,blank
16204,blank
16205,blank
16206,star
16207,blank
16208,star
16209,star
16210,blank
16211,blank
16212,circle
16213,blank
16214,blank
16215,square
16216,blank
16217,star
16218,star
16219,blank
16220,blank
16221,blank
16222,circle
16223,star
16224,circle
16225,blank
16226,circle
16227,circle
16228,star
16229,square
16230,blank
16231,square
16232,star
16233,circle
16234,square
16235,star
16236,circle
16237,star
16238,circle
16239,blank
16240,circle
16241,blank
16242,circle
16243,blank
16244,blank
16245,square
16246,star
16247,circle
16248,square
16249,star
16250,blank
16251,star
16252,blank
16253,circle
16254,star
16255,blank
16256,blank
16257,circle
16258,square
16259,blank
16260,square
16261,blank
16262,circle
16263,circle
16264,star
16265,blank
16266,circle
16267,square
16268,square
16269,square
16270,circle
16271,blank
16272,square
16273,blank
16274,blank
16275,star
16276,star
16277,square
16278,blank
16279,circle
16280,star
16281,star
16282,circle
16283,square
16284,circle
16285,square
16286,circle
16287,blank
16288,square
16289,star
16290,circle
16291,blank
16292,square
16293,square
16294,star
16295,blank
16296,star
16297,circle
16298,star
16299,circle
16300,square
16301,blank
16302,star
16303,circle
16304,blank
16305,circle
16306,square
16307,blank
16308,circle
16309,square
16310,circle
16311,square
16312,square
16313,blank
16314,square
16315,star
16316,circle
16317,circle
16318,circle
16319,star
16320,blank
16321,star
16322,square
16323,square
16324,circle
16325,circle
16326,square
16327,blank
16328,blank
16329,blank
16330,blank
16331,square
16332,star
16333,square
16334,star
16335,blank
16336,square
16337,star
16338,square
16339,blank
16340,blank
16341,blank
16342,blank
16343,star
16344,blank
16345,blank
16346,circle
16347,blank
16348,blank
16349,circle
16350,blank
16351,blank
16352,blank
16353,circle
16354,circle
16355,square
16356,blank
16357,square
16358,blank
16359,square
16360,circle
16361,square
16362,star
16363,blank
16364,square
16365,blank
16366,circle
16367,blank
16368,circle
16369,blank
16370,blank
16371,blank
16372,square
16373,square
16374,star
16375,square
16376,star
16377,blank
16378,blank
16379,blank
16380,star
16381,star
16382,blank
16383,blank
16384,blank
16385,blank
16386,blank
16387,star
16388,circle
16389,star
16390,circle
16391,star
16392,square
16393,blank
16394,blank
16395,star
16396,blank
16397,blank
16398,circle
16399,circle
16400,star
16401,star
16402,circle
16403,blank
16404,blank
16405,blank
16406,blank
16407,square
16408,circle
16409,square
16410,square
16411,square
16412,square
16413,blank
16414,circle
16415,star
16416,square
16417,square
16418,star
16419,blank
16420,blank
16421,blank
16422,square
16423,star
16424,star
16425,circle
16426,blank
16427,square
16428,circle
16429,blank
16430,circle
16431,square
16432,blank
16433,circle
16434,star
16435,blank
16436,blank
16437,blank
16438,square
16439,square
16440,blank
16441,circle
16442,circle
16443,star
16444,circle
16445,star
16446,square
16447,blank
16448,blank
16449,circle
16450,square
16451,blank
16452,square
16453,blank
16454,blank
16455,star
16456,blank
16457,circle
16458,blank
16459,blank
16460,blank
16461,star
16462,square
16463,square
16464,star
16465,blank
16466,blank
16467,star
16468,blank
16469,blank
16470,circle
16471,blank
16472,blank
16473,blank
16474,circle
16475,blank
16476,blank
16477,star
16478,blank
16479,star
16480,star
16481,square
16482,star
16483,square
16484,blank
16485,star
16486,star
16487,star
16488,square
16489,square
16490,square
16491,square
16492,star
16493,blank
16494,blank
16495,star
16496,square
16497,star
16498,blank
16499,star
16500,square
16501,blank
16502,blank
16503,square
16504,blank
16505,square
16506,circle
16507,star
16508,blank
16509,star
16510,blank
16511,circle
16512,square
16513,circle
16514,blank
16515,square
16516,star
16517,square
16518,circle
16519,square
16520,square
16521,square
16522,circle
16523,circle
16524,star
16525,square
16526,blank
16527,square
16528,square
16529,circle
16530,blank
16531,blank
16532,blank
16533,blank
16534,star
16535,blank
16536,blank
16537,circle
16538,blank
16539,star
16540,star
16541,star
16542,blank
16543,star
16544,star
16545,star
16546,circle
16547,circle
16548,circle
16549,circle
16550,star
16551,blank
16552,star
16553,circle
16554,blank
16555,blank
16556,square
16557,blank
16558,blank
16559,circle
16560,circle
16561,blank
16562,square
16563,blank
16564,circle
16565,circle
16566,square
16567,blank
16568,star
16569,circle
16570,blank
16571,blank
16572,square
16573,blank
16574,circle
16575,blank
16576,square
16577,blank
16578,star
16579,square
16580,blank
16581,star
16582,circle
16583,star
16584,blank
16585,circle
16586,blank
16587,square
16588,circle
16589,circle
16590,blank
16591,blank
16592,blank
16593,square
16594,square
16595,blank
16596,star
16597,circle
16598,circle
16599,blank
16600,circle
16601,square
16602,square
16603,square
16604,blank
16605,star
16606,blank
16607,square
16608,circle
16609,star
16610,star
16611,blank
16612,circle
16613,circle
16614,star
16615,star
16616,square
16617,blank
16618,circle
16619,square
16620,square
16621,blank
16622,star
16623,blank
16624,square
16625,blank
16626,square
16627,star
16628,square
16629,circle
16630,square
16631,blank
16632,square
16633,blank
16634,circle
16635,blank
16636,blank
16637,square
16638,star
16639,blank
16640,blank
16641,blank
16642,star
16643,square
16644,blank
16645,blank
16646,blank
16647,square
16648,square
16649,square
16650,circle
16651,star
16652,blank
16653,blank
16654,star
16655,blank
16656,blank
16657,blank
16658,square
16659,circle
16660,blank
16661,blank
16662,blank
16663,star
16664,blank
16665,circle
16666,circle
16667,blank
16668,blank
16669,blank
16670,blank
16671,blank
16672,blank
16673,square
16674,square
16675,star
16676,star
16677,blank
16678,circle
16679,square
16680,square
16681,blank
16682,blank
16683,square
16684,star
16685,circle
16686,square
16687,blank
16688,blank
16689,blank
16690,star
16691,square
16692,square
16693,circle
16694,blank
16695,blank
16696,circle
16697,star
16698,star
16699,blank
16700,star
16701,square
16702,blank
16703,star
16704,square
16705,blank
16706,circle
16707,square
16708,circle
16709,circle
16710,circle
16711,blank
16712,star
16713,star
16714,blank
16715,blank
16716,blank
16717,circle
16718,circle
16719,star
16720,square
16721,blank
16722,square
16723,blank
16724,square
16725,blank
16726,square
16727,blank
16728,blank
16729,star
16730,blank
16731,blank
16732,star
16733,blank
16734,blank
16735,square
16736,square
16737,blank
16738,circle
16739,circle
16740,blank
16741,star
16742,blank
16743,blank
16744,blank
16745,blank
16746,blank
16747,blank
16748,blank
16749,circle
16750,blank
16751,circle
16752,blank
16753,blank
16754,circle
16755,circle
16756,star
16757,blank
16758,square
16759,star
16760,circle
16761,star
16762,blank
16763,blank
16764,square
16765,square
16766,star
16767,square
16768,star
16769,square
16770,blank
16771,circle
16772,blank
16773,star
16774,circle
16775,star
16776,blank
16777,star
16778,blank
16779,blank
16780,blank
16781,blank
16782,square
16783,circle
16784,blank
16785,star
16786,circle
16787,star
16788,square
16789,circle
16790,blank
16791,blank
16792,blank
16793,blank
16794,circle
16795,circle
16796,circle
16797,circle
16798,square
16799,square
16800,blank
16801,blank
16802,blank
16803,blank
16804,blank
16805,circle
16806,blank
16807,blank
16808,star
16809,circle
16810,star
16811,blank
16812,star
16813,blank
16814,square
16815,star
16816,blank
16817,star
16818,star
16819,circle
16820,star
16821,circle
16822,circle
16823,blank
16824,star
16825,blank
16826,blank
16827,square
16828,star
16829,blank
16830,star
16831,circle
16832,circle
16833,blank
16834,star
16835,circle
16836,circle
16837,square
16838,blank
16839,blank
16840,blank
16841,blank
16842,blank
16843,star
16844,blank
16845,star
16846,blank
16847,blank
16848,blank
16849,square
16850,blank
16851,blank
16852,blank
16853,blank
16854,blank
16855,star
16856,blank
16857,blank
16858,square
16859,star
16860,blank
16861,star
16862,circle
16863,blank
16864,square
16865,square
16866,blank
16867,circle
16868,blank
16869,square
16870,star
16871,square
16872,circle
16873,square
16874,blank
16875,star
16876,star
16877,square
16878,star
16879,circle
16880,blank
16881,star
16882,square
16883,square
16884,square
16885,blank
16886,circle
16887,star
16888,circle
16889,blank
16890,square
16891,blank
16892,star
16893,circle
16894,blank
16895,star
16896,circle
16897,circle
16898,square
16899,blank
16900,star
16901,blank
16902,star
16903,circle
16904,circle
16905,blank
16906,square
16907,blank
16908,square
16909,blank
16910,blank
16911,blank
16912,blank
16913,blank
16914,square
16915,star
16916,star
16917,star
16918,circle
16919,blank
16920,blank
16921,square
16922,square
16923,star
16924,blank
16925,square
16926,circle
16927,circle
16928,square
16929,blank
16930,star
16931,star
16932,star
16933,blank
16934,square
16935,star
16936,blank
16937,star
16938,square
16939,blank
16940,star
16941,circle
16942,square
16943,circle
16944,blank
16945,star
16946,circle
16947,blank
16948,circle
16949,square
16950,blank
16951,square
16952,blank
16953,square
16954,blank
16955,star
16956,blank
16957,circle
16958,star
16959,square
16960,blank
16961,blank
16962,blank
16963,star
16964,blank
16965,circle
16966,circle
16967,circle
16968,blank
16969,blank
16970,blank
16971,blank
16972,circle
16973,square
16974,blank
16975,square
16976,square
16977,square
16978,blank
16979,blank
16980,circle
16981,circle
16982,star
16983,star
16984,blank
16985,star
16986,blank
16987,square
16988,star
16989,circle
16990,square
16991,blank
16992,circle
16993,blank
16994,star
16995,blank
16996,blank
16997,circle
16998,blank
16999,square
17000,circle
17001,circle
17002,square
17003,blank
17004,blank
17005,blank
17006,circle
17007,star
17008,blank
17009,circle
17010,square
17011,star
17012,blank
17013,blank
17014,circle
17015,square
17016,blank
17017,square
17018,circle
17019,star
17020,blank
17021,circle
17022,star
17023,blank
17024,blank
17025,blank
17026,blank
17027,blank
17028,star
17029,square
17030,blank
17031,blank
17032,blank
17033,star
17034,blank
17035,star
17036,blank
17037,blank
17038,circle
17039,circle
17040,star
17041,blank
17042,square
17043,star
17044,square
17045,blank
17046,blank
17047,square
17048,square
17049,blank
17050,circle
17051,square
17052,square
17053,blank
17054,square
17055,blank
17056,blank
17057,circle
17058,star
17059,blank
17060,star
17061,blank
17062,blank
17063,circle
17064,square
17065,star
17066,blank
17067,square
17068,blank
17069,blank
17070,blank
17071,star
17072,circle
17073,square
17074,circle
17075,blank
17076,circle
17077,square
17078,circle
17079,circle
17080,blank
17081,circle
17082,star
17083,star
17084,square
17085,circle
17086,circle
17087,blank
17088,circle
17089,square
17090,square
17091,circle
17092,blank
17093,square
17094,blank
17095,circle
17096,square
17097,square
17098,circle
17099,blank
17100,star
17101,blank
17102,blank
17103,blank
17104,star
17105,blank
17106,circle
17107,blank
17108,circle
17109,square
17110,star
17111,star
17112,blank
17113,square
17114,star
17115,blank
17116,blank
17117,blank
17118,blank
17119,star
17120,square
17121,circle
17122,star
17123,star
17124,circle
17125,circle
17126,blank
17127,circle
17128,blank
17129,star
17130,star
17131,blank
17132,star
17133,star
17134,square
17135,circle
17136,circle
17137,blank
17138,star
17139,blank
17140,blank
17141,square
17142,star
17143,blank
17144,star
17145,star
17146,blank
17147,blank
17148,blank
17149,blank
17150,circle
17151,circle
17152,blank
17153,blank
17154,blank
17155,circle
17156,circle
17157,circle
17158,blank
17159,blank
17160,star
17161,star
17162,blank
17163,blank
17164,blank
17165,star
17166,blank
17167,circle
17168,star
17169,circle
17170,square
17171,circle
17172,star
17173,circle
17174,blank
17175,square
17176,star
17177,blank
17178,blank
17179,star
17180,blank
17181,circle
17182,circle
17183,blank
17184,circle
17185,star
17186,blank
17187,star
17188,star
17189,square
17190,blank
17191,circle
17192,star
17193,square
17194,blank
17195,star
17196,blank
17197,square
17198,star
17199,blank
17200,star
17201,blank
17202,square
17203,blank
17204,star
17205,blank
17206,star
17207,blank
17208,blank
17209,square
17210,blank
17211,square
17212,blank
17213,square
17214,blank
17215,circle
17216,blank
17217,star
17218,square
17219,circle
17220,blank
17221,star
17222,square
17223,blank
17224,circle
17225,circle
17226,square
17227,circle
17228,square
17229,star
17230,blank
17231,blank
17232,blank
17233,circle
17234,star
17235,square
17236,circle
17237,blank
17238,square
17239,star
17240,circle
17241,blank
17242,square
17243,blank
17244,blank
17245,square
17246,circle
17247,square
17248,square
17249,circle
17250,star
17251,square
17252,blank
17253,circle
17254,square
17255,star
17256,square
17257,circle
17258,circle
17259,square
17260,circle
17261,blank
17262,star
17263,square
17264,star
17265,square
17266,blank
17267,blank
17268,star
17269,star
17270,blank
17271,star
17272,blank
17273,star
17274,square
17275,blank
17276,circle
17277,blank
17278,square
17279,circle
17280,star
17281,star
17282,circle
17283,blank
17284,square
17285,star
17286,blank
17287,circle
17288,star
17289,star
17290,blank
17291,square
17292,square
17293,square
17294,blank
17295,star
17296,blank
17297,blank
17298,blank
17299,circle
17300,blank
17301,square
17302,blank
17303,blank
17304,blank
17305,blank
17306,blank
17307,circle
17308,blank
17309,star
17310,star
17311,circle
17312,square
17313,blank
17314,blank
17315,square
17316,blank
17317,square
17318,blank
17319,blank
17320,blank
17321,blank
17322,blank
17323,circle
17324,star
17325,circle
17326,blank
17327,circle
17328,blank
17329,blank
17330,star
17331,square
17332,star
17333,square
17334,blank
17335,blank
17336,blank
17337,blank
17338,square
17339,blank
17340,star
17341,star
17342,blank
17343,square
17344,square
17345,blank
17346,star
17347,star
17348,square
17349,star
17350,blank
17351,blank
17352,square
17353,square
17354,blank
17355,blank
17356,blank
17357,blank
17358,blank
17359,square
17360,circle
17361,square
17362,blank
17363,square
17364,blank
17365,circle
17366,star
17367,blank
17368,square
17369,blank
17370,square
17371,star
17372,square
17373,square
17374,blank
17375,star
17376,blank
17377,square
17378,blank
17379,square
17380,blank
17381,blank
17382,star
17383,blank
17384,circle
17385,blank
17386,star
17387,square
17388,star
17389,blank
17390,blank
17391,blank
17392,circle
17393,circle
17394,blank
17395,blank
17396,star
17397,blank
17398,square
17399,star
17400,blank
17401,square
17402,square
17403,blank
17404,square
17405,star
17406,blank
17407,circle
17408,blank
17409,circle
17410,blank
17411,blank
17412,blank
17413,circle
17414,square
17415,star
17416,circle
17417,circle
17418,blank
17419,blank
17420,circle
17421,blank
17422,blank
17423,blank
17424,blank
17425,star
17426,circle
17427,blank
17428,blank
17429,star
17430,circle
17431,circle
17432,square
17433,blank
17434,blank
17435,square
17436,blank
17437,circle
17438,square
17439,circle
17440,blank
17441,star
17442,blank
17443,blank
17444,square
17445,star
17446,star
17447,circle
17448,blank
17449,square
17450,square
17451,star
17452,blank
17453,star
17454,star
17455,star
17456,blank
17457,blank
17458,blank
17459,square
17460,blank
17461,square
17462,circle
17463,blank
17464,circle
17465,blank
17466,star
17467,blank
17468,circle
17469,star
17470,blank
17471,blank
17472,blank
17473,blank
17474,blank
17475,square
17476,blank
17477,blank
17478,blank
17479,star
17480,blank
17481,blank
17482,blank
17483,blank
17484,star
17485,circle
17486,star
17487,star
17488,circle
17489,circle
17490,square
17491,square
17492,star
17493,blank
17494,blank
17495,star
17496,star
17497,star
17498,blank
17499,circle
17500,blank
17501,circle
17502,square
17503,square
17504,star
17505,blank
17506,square
17507,blank
17508,blank
17509,blank
17510,circle
17511,star
17512,star
17513,square
17514,star
17515,star
17516,circle
17517,circle
17518,star
17519,blank
17520,star
17521,blank
17522,star
17523,blank
17524,blank
17525,square
17526,star
17527,circle
17528,star
17529,star
17530,blank
17531,blank
17532,circle
17533,blank
17534,circle
17535,star
17536,square
17537,blank
17538,blank
17539,blank
17540,square
17541,circle
17542,blank
17543,blank
17544,blank
17545,blank
17546,blank
17547,blank
17548,square
17549,blank
17550,star
17551,star
17552,star
17553,blank
17554,blank
17555,star
17556,circle
17557,blank
17558,blank
17559,blank
17560,square
17561,blank
17562,blank
17563,star
17564,blank
17565,blank
17566,star
17567,star
17568,star
17569,blank
17570,square
17571,circle
17572,star
17573,blank
17574,square
17575,blank
17576,blank
17577,circle
17578,blank
17579,blank
17580,blank
17581,blank
17582,star
17583,blank
17584,square
17585,square
17586,blank
17587,circle
17588,square
17589,blank
17590,star
17591,blank
17592,blank
17593,blank
17594,blank
17595,blank
17596,blank
17597,blank
17598,circle
17599,circle
17600,blank
17601,circle
17602,square
17603,blank
17604,square
17605,blank
17606,square
17607,star
17608,blank
17609,circle
17610,circle
17611,blank
17612,blank
17613,square
17614,square
17615,star
17616,blank
17617,square
17618,blank
17619,star
17620,circle
17621,star
17622,blank
17623,blank
17624,circle
17625,circle
17626,star
17627,square
17628,circle
17629,square
17630,circle
17631,blank
17632,blank
17633,blank
17634,blank
17635,blank
17636,star
17637,blank
17638,square
17639,circle
17640,circle
17641,blank
17642,star
17643,blank
17644,circle
17645,blank
17646,blank
17647,star
17648,star
17649,blank
17650,star
17651,star
17652,square
17653,blank
17654,circle
17655,blank
17656,square
17657,circle
17658,circle
17659,square
17660,star
17661,blank
17662,star
17663,square
17664,star
17665,star
17666,circle
17667,blank
17668,blank
17669,star
17670,blank
17671,square
17672,star
17673,blank
17674,circle
17675,blank
17676,star
17677,blank
17678,star
17679,square
17680,square
17681,circle
17682,blank
17683,blank
17684,star
17685,square
17686,blank
17687,circle
17688,star
17689,star
17690,blank
17691,square
17692,blank
17693,blank
17694,circle
17695,star
17696,blank
17697,square
17698,square
17699,star
17700,circle
17701,circle
17702,blank
17703,square
17704,star
17705,circle
17706,square
17707,blank
17708,blank
17709,star
17710,circle
17711,blank
17712,circle
17713,circle
17714,square
17715,blank
17716,blank
17717,circle
17718,circle
17719,square
17720,star
17721,blank
